FEI Number,Recalling Firm Name,Product Type,Product Classification,Status,Distribution Pattern,Nationwide,Recalling Firm City,Recalling Firm State,Recalling Firm Country,Center Classification Date,Reason for Recall,Reason Category,Product Description,Event ID,Event Classification,Product ID
3009785583,Xan Confections,Food/Cosmetics,Class I,Terminated,"The recall affected Xan Confections products distributed through 98 stores in California, Arizona, Nevada, Oregon, Washington, Texas, Alabama, Louisiana and Nova Scotia (Canada), as well as through online distribution.",No,Irvine,California,United States,2012-10-31,"The firm voluntarily recalled 13 of its gourmet peanut butter chocolate products because they have the potential to be contaminated with Salmonella, upon learining that Sunland, Inc., the peanut butter supplier used in the production of Xan Confections, has recalled its entire peanut butter product from May 1, 2012 throught September 24, 2012.",Salmonella,"Mini BigMouth: Chocolate, confections. 1) Bulk Milk Mini BigMouth, item number 093. 15 pieces per case; 2) 4-Piece Mini BigMouth, item number 284, 48 pieces per case: 3) 6-Piece Mini BigMouth, item number 002, 72 pieces per case",63360,Class I,113572
3009690802,Productos El Gauchito,Food/Cosmetics,Class II,Terminated,"Puerto Rico only (hotels, gas stations, restaurants)",No,Bayamon,Puerto Rico,United States,2012-10-31,"Undeclared milk as the source of cheese. Undeclared wheat, soy and FD&C Yellow #5, Yellow #6 and Red #40 contained in soft dough shells.",Undeclared,"""***Productos El Gauchito Empanadillas Argentinas Caprese (Caprese Turnovers)***keep frozen or refrigerated***consumer contact: productoselgauchito@hotmail.com Av. Minillas NM-16 Bayamon PR 00956***""",62923,Class II,112082
2025502,Dean Foods of California Inc,Food/Cosmetics,Class I,Terminated,"California, Idaho, Montana, Nevada, North Dakota, Oregon, Utah, Wyoming, Washington.",No,Buena Park,California,United States,2012-10-26,". This recall was initiated because the affected products contain a peanut butter ingredient supplied by Sunland, Inc. which may be contaminated with Salmonella. The peanut butter manufacturer Sunland recently expanded its nationwide product recall.",Salmonella,"Albertsons Brand Peanut Butter Chocolate Ice Cream, 1.5 Quarts (1.42L), commonly called a 48 fl oz container. 

	Peanut Butter Chocolate Ice Cream (Chocolate ice cream with a peanut butter swirl); 1.5 QTS (1.42L), (UPC Code:  0 41163 45903 8 for Albertsons Peanut Butter Chocolate)


Packaged in paper cardboard round oblong container. Labeled with a.	Buena Park (IMS Plant Number  06-20). Labeled as ""Distributed by SUPERVALU INC. Eden Prairie, MN 55344"".",63431,Class I,113763
1000117188,"Sunland, Incorporated",Food/Cosmetics,Class I,Terminated,"Nationwide, Canada, France.",Yes,Portales,New Mexico,United States,2012-10-26,"Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.  On October 12, 2012 the firm extended its recall to include Raw and Roasted Shelled and In-Shell Peanuts.",Salmonella,"Mega Raw Oriental Produce Wholesaler- Valencia Peanuts, No UPC, Item numbers M10101.",63439,Class I,113774
1519495,Smith Dairy Products Co,Food/Cosmetics,Class I,Terminated,"Product was shipped to the following states: IN, MI, OH & WV.",No,Orrville,Ohio,United States,2012-10-26,"The firm was notified by their supplier, Pecan Deluxe, Dallas, TX, that the peanut butter crunch candies that was purchase for use in their ice cream were made using peanut butter supplied from Sunland, Inc.",Others,"Peanut Butter Ice Cream (1.75 Qt & Half Gallon) Peanut butter ice cream with a peanut butter ribbon and a delightful crunch candy Artificial flavor added MFD. BY SMITH DAIRY PRODUCTS COMPANY, ORRVILLE, OHIO 44667 1-800-778-7078.  Sold under the following names: SMITH'S Peanut Butter Crunch Ice Cream, Acme Peanut Butter Twist Ice Cream & SD Peanut Butter Crunch Ice Cream",63422,Class I,113731
2120699,"Wild Foods, Inc",Food/Cosmetics,Class I,Terminated,"retail stores in WI and Rockford, IL",No,Milwaukee,Wisconsin,United States,2012-10-26,Labeling error.  One date code of  24 oz. Baensch Marinated Herring in Wine Sauce may contain an undeclared milk allergen.,Undeclared,"Ma Baensch Marinated Herring in Wine Sauce, Net Wt. 24 oz.. (680g), UPC 714449-10220 in glass jars with gold metal lids.",63409,Class I,113704
3003803461,"Fairytale Brownies, Inc.",Food/Cosmetics,Class I,Terminated,US nationwide and Canada.,Yes,Phoenix,Arizona,United States,2012-10-25,"The firm initiated voluntarily recall because the products contains peanut butter recalled by Sunland, Inc. and have the potential to be contaminated with Salmonella.",Salmonella,"Fairytale Brownies Brand Peanut Butter Brownies, 3.2 oz, 3"" x 3"" in clear wrap, UPC Code 606961100072. Labeling reads in part:""Fairytal Brownies***PEANUT BUTTER***Fairytale Brownies Phoenix, AZ 85040***"".",63307,Class I,113469
3009312901,Samra Produce & Farms,Food/Cosmetics,Class II,Terminated,"California, Canada",No,Vernon,California,United States,2012-10-25,Samra Produce & Farms Inc. is recalling Fenugreek Leaves because they contain a toxic weed called Senecio vulgaris.,Others,"Fenugreek Leaves, 30 bunches (2.5 dozens/carton).",63345,Class II,113544
3009736688,"Daaks International, Inc.",Food/Cosmetics,Class II,Terminated,"California, Washington",No,Los Angeles,California,United States,2012-10-25,DAAKS International is recalling fenugreek because it contains the toxic weed Senecio vulgaris.,Others,"Fenugreek, 3 dozen per case.",63341,Class II,113528
3011358,"Oregon Ice Cream, LLC",Food/Cosmetics,Class I,Terminated,"AK, CA, CO, CT, IA, ID, IL, IN, MA, MC, NH, NY, OR, PA, and WA.

Expanded recall added FL, TX, DE, GA.",No,Eugene,Oregon,United States,2012-10-19,"The products are being recalled because they contain peanut butter associated with the Sunland, Inc. recall and have the potential to be contaminated with Salmonella.",Salmonella,"Label reads in part ""*** ORGANIC Alden's ICE CREAM PEANUT BUTTER 'n CHIP 1.5 QTS ***"" upc 0 72609 74191 2.

",63290,Class I,113419
2000006906,Jer's Chocolates,Food/Cosmetics,Class I,Terminated,"Distribution to distributors and/or retailers located in the following states directly from contract manufacturer in UT: PA, GA, IL, CA, VA, WA, IA, TX.",No,Solana Beach,California,United States,2012-10-19,"A voluntary limited recall has been initiated by Jer's Chocolates of some of its Gourmet Peanut Butter Bars and Gourmet Jer's Squares produced from July 9, 2012 to September 24, 2012 in response to Sunland, Inc.'s voluntary recall of nut butter products because they have the potential to be contaminated with Salmonella.  Sunland, Inc. supplies the peanut butter used in the production of Jer's Choc",Salmonella,"Peanut Butter Bars Original: 3.0 oz, Two-Bar Box,  UPC Code 837305005023, Manufactured by Sweet's Candy Company, Salt Lake City, UT; 2) 1.5 oz, One-Bar Box, UPC Code 837305006235; 3) .45 oz, Change Makers, UPC  Code 837305005832; 4) 4 oz., Gable Box, UPC Code 837305005795",63295,Class I,113434
1022526,Chattanooga Bakery Inc,Food/Cosmetics,Class I,Terminated,Nationwide,Yes,Chattanooga,Tennessee,United States,2012-10-19,"Peanut Butter Crunch Moon Pies were manufactured with peanut butter supplied by Sunland, Inc. which was recall due to potential Salmonella contamination.",Salmonella,"Moon Pie(R) Crunch Peanut Butter, CRUNCHY chocolate cookie sandwich, NET WT 2.4 oz and 9.6 oz , Baked by Chattanooga Bakery, Inc., Chattanooga, TN  37401",63271,Class I,113354
3007832210,"Hanover Pike Enterprises, Inc.",Food/Cosmetics,Class I,Terminated,"The products were distributed in MD, IN, PA, MI, ND, DE, NJ, NY, AL, WV, MN, OH, IA, SD, CA, and VA.",No,Hampstead,Maryland,United States,2012-10-19,"Food was manufactured with milk and soy ingredients, which are undeclared on the label.",Undeclared,"Hot Pepper Jelly, 4 and 8 ounce jars, labeled in part ***Jill's Jams &amp;amp; Jellies, Hampstead, MD 21074***",63337,Class I,113517
3004341842,"Late July Snacks, LLC",Food/Cosmetics,Class I,Terminated,Nationwide,Yes,Barnstable,Massachusetts,United States,2012-10-18,Organic Mini Peanut Butter Sandwich Crackers are  recalled due to  Sunland  peanut butter recall due to the potential to be contaminated with Salmonella,Salmonella,"Late July Organic Mini Peanut Butter Sandwich Crackers
packaged in : 
5oz box  UPC 890444000700
8ct carton/1.125oz (single serve caddy) & 1.125oz pack (single serve pack UPC: 890444000724 & 890444000717",63342,Class I,113529
3004258288,"C.G. Higgins Confections, LLC",Food/Cosmetics,Class I,Terminated,"Retailers and end users located in NM, USA.",No,Santa Fe,New Mexico,United States,2012-10-18,"Peanut Butter used to product Peanut Butter Fudge was recalled by Sunland, Inc.; therefore, this product has the potential to be contaminated with Salmonella.",Salmonella,"Peanut Butter Fudge 3 oz bag, manufactured from 6-28-12 thru 9-20-12",63318,Class I,113485
2000020725,Newman's Own Organics,Food/Cosmetics,Class I,Terminated,"The product is distributed in the US only. Firm's distributors are location nationwide: AZ, CA, CO, CT, GA, NH, IA, IL, IN, NJ, NV, OR, PA, TN, TX, WA.  However, the firm's distributors service a large area and can ship to retailers outside of their state.",Yes,Aptos,California,United States,2012-10-18,The product was manufactured using peanut butter recalled by Sunland Inc. and it may be contaminated with Salmonella.,Salmonella,"Newman's Own Organics brand Newman-O's Peanut Butter Creme Filled Chocolate Cookies

8oz/6 pack, Unit UPC#7 57645 02170 8, Case UPC#7 57645 02171 5;

13oz/6 pack, Unit UPC# 7 57645 02150 0, Case UPC#7 57645 02151 7;

9oz/6 pack, Unit UPC#7 57645 02288 0, Case UPC # 7 57645 02388 7;

16oz/ 12 pack, Unit UPC# 7 57645 02239 2, Case UPC # 7 57645 02339 9;	

Product is manufactured by J&J Snack Foods, 5353 Downey Rd., Vernon, CA and distributed by Newman's Own Organics, Aptos, CA",63320,Class I,113487
3007325741,Ralcorp Frozen Bakery Products,Food/Cosmetics,Class II,Terminated,"Kentucky, Michigan, Ohio",No,Downers Grove,Illinois,United States,2012-10-18,"Some of the cases labeled as blueberry muffins actually contain banana nut muffins, resulting in undeclared tree nuts",Undeclared,"GFS Individually Wrapped Blueberry Muffins,  1.8 Ounce, in 80 count case, Net Weight 9 lb./4.1 kg; Manufactured for Gordon Food Service, Grand Rapids, MI 40546; UPC 0 009390-157700 9

Please note: there is no labeling on the individual muffin wrappers other than the code date.  The product is sold for institutional/food service use only.",63218,Class II,113047
3008728876,SUNFRESH NATURAL LLC.,Food/Cosmetics,Class II,Terminated,Nationwide,Yes,Passaic,New Jersey,United States,2012-10-18,Prunes contained Rhodamine B45170 as unapproved color.  The product also contains sorbic acid and the product labeling does not declare this on the ingredient statement.,Undeclared,"SunFresh Natural Pitted Prunes Net wt. 6 oz. Distributed by: Sunfresh Natural LLC, Passaic, NJ 07055 
Please visit us at: www.sunfreshnatural.com",63203,Class II,112964
3008763129,"Sun Boricua Pa'l Mundo, Inc.",Food/Cosmetics,Class II,Terminated,Puerto Rico only,No,Camuy,Puerto Rico,United States,2012-10-18,"Undeclared color additives: FD&C Yellow #5, Yellow #6 and Red #40.",Undeclared,"""Tacos de Langosta"" (Lobster-filled turnovers)***Keep Refrigerated***Manufacturado por Sun Boricua Pa'l Mundo Inc, Carr. 486 km 0.1 Bo. Quebrada, Camuy PR 00627",62280,Class II,110092
3002753648,Splendid Products,Food/Cosmetics,Class I,Terminated,Nationwide distribution.,Yes,Burlingame,California,United States,2012-10-17,"Firm is recalling  certain lots of Daniella brand mangoes because they may be contaminated with Salmonella. Mangoes have been linked to a number of recent cases of salmonellosis in Canada, and may be linked to cases in California and perhaps other states",Salmonella,"Daniella Mangoes
May be identified by Daniella sticker with a PLU code of 
3114, 4051, 4311, 4584 or 4959.",63032,Class I,112335
3011665160,Perla Del Sur Foods L.L.C.,Food/Cosmetics,Class II,Terminated,Puerto Rico only (distributors and retailers in the local area),No,Ponce,Puerto Rico,United States,2012-10-17,Undeclared allergens: FD&C Yellow #5,Undeclared,"""Sofrito a Mi Gusto***100% Natural (Natural Seasoning)***Keep Refrigerated***Elaborado y Envasado por Ernesto Tropical Foods, Inc. Guadalupe#62 Ponce, Puerto Rico 00731***""",62831,Class II,111797
2225335,J & J Snack Foods Corporation,Food/Cosmetics,Class I,Terminated,Nationwide,Yes,Pennsauken,New Jersey,United States,2012-10-16,"Luigi's Real Italian Ice Birthday Cake Flavor is mislabeled as ""Dairy-Free"".",Others,"Luigi's Real Italian Ice Birthday Cake 6 FL OZ cups Net Wt 36 FL OZ (1.06 L)  upc 73321-04418 J & J Snack Foods Corp. Pennsauken, NJ 08109 USA at Plant #42-2479 www.luigis.com",63149,Class I,112690
3017039,Floyd Peterson Company Inc.,Food/Cosmetics,Class I,Terminated,"Product distributed to distributors, retailers, and restaurants in Oregon and Washington.",No,Auburn,Washington,United States,2012-10-16,Ricotta Salata Frescolina Brand Cheese is recalled due to the potential contamination with Listeria monocytonenes.,Listeria,"Ricotta Salata Frescolina Brand Soft Cheese.  Product is packaged in a retail package, wedge shaped, size ranges from 6-7 oz.

The product is labeled in parts: ""***Frescolina Ricotta Salata MARTE***IMPORTED BY FOREVER CHEESE,NY 11106***PRODUCT OF ITALY***""",63217,Class I,113039
2017098,Bottling LLC  dba Pepsi Beverages Company,Food/Cosmetics,Class II,Terminated,Arizona,No,Phoenix,Arizona,United States,2012-10-16,"Dr Pepper/Seven Up, Inc. has initiated a recall of mislabeled Diet Crush Orange Soda produced under license issued by one of their licensed bottlers, Pepsi Beverages Company in Phoenix, Arizona.  The bottler used new graphics on cans of product made with the previous formulation which is in the process of being discontinued.",Others,"Diet Crush Orange Soda, 12 oz cans",63250,Class II,113107
1000222004,Sunshine Peanut Company,Food/Cosmetics,Class II,Terminated,"Product was distributed to distributors in CA, FL, NJ, and WA.",No,Jacksonville,Florida,United States,2012-10-16,"On 02/17/2012 Sunshine Peanut Company initiated a recall of Sunny Boy and Sunshine Peanut Brand Peanut Butter, Codes 112012, 112312, 112412, 113112, and 120112.  Routine sampling by USDA found the products to contain Aflatoxin levels greater than 20 ppb.",Others,"Sunny Boy Peanut Butter.  Product is labeled in part:  
6/5 lb tubs- ""SunnyBoy Creamy PEANUT BUTTER***Net Wt. 5lb. (2.27KG)***INGREDIENTS: Peanuts, Dextrose, Contains less than 2% of the following: Salt, Partially Hydrogenated Oil (Rapeseed Cottonseed And/Or Mono-Diglycerides)***Allergen Statement: CONTAINS PEANUTS***Sunshine Peanut Company Tampa, FL 33637***  -- Driscoll product 1,344 cases Lot 111912 & 112012.

35 lb pail labeled in part: """"SunnyBoy Creamy PEANUT BUTTER***Net Wt. 35lb. (15.89KG)***INGREDIENTS: Peanuts, Dextrose, Contains less than 2% of the following: Salt, Partially Hydrogenated Oil (Rapeseed Cottonseed And/Or Mono-Diglycerides)***Allergen Statement: CONTAINS PEANUTS***Sunshine Peanut Company Tampa, FL 33637***  -- South Bay Correctional Facility, South Bay, FL (Good Source) 72 Pails Lot 112412.  
",61291,Class II,107742
1038120,Richmond Baking of Georgia Inc,Food/Cosmetics,Class II,Terminated,"AZ, CA, FL, HI, ID, IL, IN, KS, MI, NJ, OR, PA, TN, TX, VA and WA.",No,Alma,Georgia,United States,2012-10-15,Product contains undeclared allergen: Soy Lecithin.,Undeclared,"MJM Tropical Treats, Tropical Shaped Grahams, Orange, Net Wt. 1 oz., MJM Marketing, Super Wholesome Grahams, P.O. Box 1477, Kailua Kona, HI 96745-1477.",63315,Class II,113480
